ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
A_24_P196351	5.70e-13	2.37e-14	3.80e+01	PLXNC1	plexin C1
A_24_P238543	5.73e-13	2.38e-14	3.80e+01	PHKA1	phosphorylase kinase regulatory subunit alpha 1
A_32_P74477	5.75e-13	2.39e-14	3.79e+01	RBMS3	RNA binding motif single stranded interacting protein 3
A_23_P164057	5.78e-13	2.40e-14	3.79e+01	MFAP4	microfibrillar associated protein 4
A_23_P38735	5.80e-13	2.41e-14	3.79e+01	CDH19	cadherin 19
A_23_P142031	5.83e-13	2.43e-14	3.79e+01	SBK2	SH3 domain binding kinase family member 2
A_23_P5853	5.83e-13	2.43e-14	3.79e+01	SAG	S-antigen visual arrestin
A_23_P420281	5.83e-13	2.43e-14	3.79e+01	PRKCB	protein kinase C beta
A_23_P118254	5.86e-13	2.45e-14	3.79e+01	FOXF1	forkhead box F1
A_24_P257348	5.91e-13	2.47e-14	3.79e+01	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5
A_32_P65804	5.92e-13	2.47e-14	3.79e+01	GPR65	G protein-coupled receptor 65
A_24_P918175	5.94e-13	2.48e-14	3.79e+01	LOC653581	uncharacterized LOC653581
A_24_P933688	5.98e-13	2.50e-14	3.79e+01	NAV2	neuron navigator 2
A_24_P732565	6.03e-13	2.52e-14	3.79e+01		
A_24_P186174	6.04e-13	2.53e-14	3.79e+01	PPP6R2	protein phosphatase 6 regulatory subunit 2
A_24_P380284	6.06e-13	2.54e-14	3.79e+01	PCDHB9	protocadherin beta 9
A_23_P49725	6.08e-13	2.55e-14	3.79e+01	HSPB9	heat shock protein family B (small) member 9
A_24_P96527	6.08e-13	2.55e-14	3.79e+01	ATP5L	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G
A_23_P160460	6.10e-13	2.56e-14	3.78e+01	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1
A_23_P216176	6.14e-13	2.58e-14	3.78e+01	MSR1	macrophage scavenger receptor 1
A_23_P218398	6.23e-13	2.62e-14	3.78e+01	DLG4	discs large MAGUK scaffold protein 4
A_23_P160200	6.23e-13	2.62e-14	3.78e+01	ZFP69B	ZFP69 zinc finger protein B
A_24_P911179	6.25e-13	2.63e-14	3.78e+01	ASPM	abnormal spindle microtubule assembly
A_32_P209841	6.25e-13	2.63e-14	3.78e+01		
A_32_P226205	6.29e-13	2.65e-14	3.78e+01	ZFHX2	zinc finger homeobox 2
A_23_P122852	6.30e-13	2.65e-14	3.78e+01	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3
A_23_P359245	6.33e-13	2.67e-14	3.78e+01	MET	MET proto-oncogene, receptor tyrosine kinase
A_23_P124661	6.36e-13	2.68e-14	3.78e+01	ATXN2L	ataxin 2 like
A_23_P35219	6.36e-13	2.68e-14	3.78e+01	NEK2	NIMA related kinase 2
A_23_P346206	6.38e-13	2.69e-14	3.78e+01	RAE1	ribonucleic acid export 1
A_23_P99275	6.45e-13	2.73e-14	3.78e+01	KLRB1	killer cell lectin like receptor B1
A_24_P115932	6.48e-13	2.74e-14	3.77e+01	PTGDR2	prostaglandin D2 receptor 2
A_23_P434253	6.50e-13	2.75e-14	3.77e+01	JPH1	junctophilin 1
A_23_P93027	6.60e-13	2.79e-14	3.77e+01	FGF18	fibroblast growth factor 18
A_24_P339157	6.66e-13	2.82e-14	3.77e+01	IST1	IST1, ESCRT-III associated factor
A_23_P133470	6.70e-13	2.84e-14	3.77e+01	PJA2	praja ring finger ubiquitin ligase 2
A_23_P63618	6.70e-13	2.84e-14	3.77e+01	SCD	stearoyl-CoA desaturase
A_23_P82449	6.73e-13	2.86e-14	3.77e+01	DFNA5	DFNA5, deafness associated tumor suppressor
A_24_P109214	6.75e-13	2.86e-14	3.77e+01	APOC1	apolipoprotein C1
A_24_P25247	6.76e-13	2.87e-14	3.77e+01	LOC100131232	uncharacterized LOC100131232
A_23_P82478	6.77e-13	2.88e-14	3.77e+01	PUS7	pseudouridylate synthase 7 (putative)
A_23_P213620	6.83e-13	2.90e-14	3.77e+01	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta
A_23_P168288	6.83e-13	2.91e-14	3.77e+01	IL22RA2	interleukin 22 receptor subunit alpha 2
A_23_P256391	6.84e-13	2.91e-14	3.77e+01	GOLGA4	golgin A4
A_32_P105465	6.84e-13	2.91e-14	3.77e+01		
A_24_P943113	6.89e-13	2.93e-14	3.76e+01	EIF4E3	eukaryotic translation initiation factor 4E family member 3
A_32_P59693	6.89e-13	2.94e-14	3.76e+01		
A_23_P316741	6.98e-13	2.98e-14	3.76e+01	TSPAN4	tetraspanin 4
A_24_P724153	7.09e-13	3.03e-14	3.76e+01		
A_24_P455610	7.09e-13	3.03e-14	3.76e+01		
A_23_P25030	7.09e-13	3.03e-14	3.76e+01	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6
A_23_P14564	7.11e-13	3.04e-14	3.76e+01	GPR65	G protein-coupled receptor 65
A_23_P32847	7.18e-13	3.07e-14	3.76e+01	GRID2	glutamate ionotropic receptor delta type subunit 2
A_23_P97394	7.26e-13	3.11e-14	3.76e+01	BCAR3	breast cancer anti-estrogen resistance 3
A_23_P42588	7.32e-13	3.14e-14	3.76e+01	GIMAP5	GTPase, IMAP family member 5
A_23_P33326	7.37e-13	3.16e-14	3.75e+01	ADRA1B	adrenoceptor alpha 1B
A_24_P315885	7.40e-13	3.17e-14	3.75e+01		
A_23_P25445	7.45e-13	3.20e-14	3.75e+01	FAM186B	family with sequence similarity 186 member B
A_32_P233735	7.46e-13	3.20e-14	3.75e+01	STRIP2	striatin interacting protein 2
A_23_P79398	7.48e-13	3.21e-14	3.75e+01	IL1R2	interleukin 1 receptor type 2
A_23_P133648	7.56e-13	3.25e-14	3.75e+01	FAM8A1	family with sequence similarity 8 member A1
A_23_P78509	7.71e-13	3.31e-14	3.75e+01	CLASRP	CLK4 associating serine/arginine rich protein
A_23_P96072	7.74e-13	3.33e-14	3.75e+01	GRIN1	glutamate ionotropic receptor NMDA type subunit 1
A_32_P157415	7.74e-13	3.33e-14	3.75e+01		
A_23_P27656	7.74e-13	3.33e-14	3.75e+01	C19orf48	chromosome 19 open reading frame 48
A_24_P169713	7.74e-13	3.33e-14	3.75e+01		
A_24_P101114	7.74e-13	3.34e-14	3.75e+01	CNOT1	CCR4-NOT transcription complex subunit 1
A_24_P162287	7.75e-13	3.34e-14	3.75e+01	CEP250	centrosomal protein 250
A_32_P46765	7.75e-13	3.35e-14	3.75e+01	C12orf29	chromosome 12 open reading frame 29
A_23_P100413	7.75e-13	3.35e-14	3.75e+01	EXOSC6	exosome component 6
A_32_P74763	7.76e-13	3.35e-14	3.75e+01		
A_23_P308974	7.79e-13	3.37e-14	3.74e+01	ADAMTSL3	ADAMTS like 3
A_24_P832309	7.82e-13	3.38e-14	3.74e+01	GS1-124K5.11	RAB guanine nucleotide exchange factor 1 pseudogene
A_24_P204574	7.82e-13	3.38e-14	3.74e+01		
A_23_P143981	7.87e-13	3.41e-14	3.74e+01	FBLN2	fibulin 2
A_24_P120109	7.90e-13	3.42e-14	3.74e+01	DHX57	DEAH-box helicase 57
A_24_P717586	7.91e-13	3.43e-14	3.74e+01		
A_23_P104086	7.93e-13	3.44e-14	3.74e+01	CROCC	ciliary rootlet coiled-coil, rootletin
A_23_P71558	8.01e-13	3.48e-14	3.74e+01	RECQL4	RecQ like helicase 4
A_32_P34703	8.06e-13	3.50e-14	3.74e+01		
A_23_P18818	8.06e-13	3.50e-14	3.74e+01		
A_24_P328446	8.08e-13	3.51e-14	3.74e+01	TLX2	T-cell leukemia homeobox 2
A_23_P24870	8.08e-13	3.52e-14	3.74e+01	CD44	CD44 molecule (Indian blood group)
A_23_P58912	8.09e-13	3.52e-14	3.74e+01	SLC35A1	solute carrier family 35 member A1
A_23_P27767	8.24e-13	3.59e-14	3.74e+01	ZNF444	zinc finger protein 444
A_24_P679796	8.25e-13	3.59e-14	3.74e+01		
A_24_P400981	8.25e-13	3.60e-14	3.74e+01		
A_32_P116203	8.30e-13	3.62e-14	3.73e+01	NCF1	neutrophil cytosolic factor 1
A_24_P325035	8.30e-13	3.63e-14	3.73e+01		
A_23_P79703	8.32e-13	3.64e-14	3.73e+01	HADHB	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit
A_24_P357847	8.34e-13	3.64e-14	3.73e+01		
A_24_P313504	8.37e-13	3.66e-14	3.73e+01	PLK1	polo like kinase 1
A_24_P8220	8.37e-13	3.66e-14	3.73e+01	HS6ST1	heparan sulfate 6-O-sulfotransferase 1
A_23_P92334	8.43e-13	3.69e-14	3.73e+01	TMEM156	transmembrane protein 156
A_23_P147439	8.45e-13	3.70e-14	3.73e+01	ATXN2L	ataxin 2 like
A_24_P201739	8.51e-13	3.73e-14	3.73e+01	SH2B3	SH2B adaptor protein 3
A_23_P75622	8.51e-13	3.73e-14	3.73e+01	ATP5L	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G
A_23_P44155	8.51e-13	3.74e-14	3.73e+01	CD96	CD96 molecule
A_23_P168556	8.51e-13	3.74e-14	3.73e+01	STX1A	syntaxin 1A
A_23_P318396	8.57e-13	3.76e-14	3.73e+01	CELF1	CUGBP, Elav-like family member 1
A_32_P84640	8.57e-13	3.77e-14	3.73e+01		
A_23_P40664	8.58e-13	3.77e-14	3.73e+01	CSNK1E	casein kinase 1 epsilon
A_23_P165136	8.64e-13	3.80e-14	3.73e+01	LRRC25	leucine rich repeat containing 25
A_23_P422933	8.65e-13	3.81e-14	3.73e+01	ARHGAP20	Rho GTPase activating protein 20
A_23_P74380	8.68e-13	3.82e-14	3.73e+01	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial
A_24_P4334	8.68e-13	3.83e-14	3.73e+01	RNF38	ring finger protein 38
A_23_P390172	8.83e-13	3.89e-14	3.72e+01	RNASEL	ribonuclease L
A_24_P613856	8.86e-13	3.91e-14	3.72e+01		
A_24_P671115	8.89e-13	3.93e-14	3.72e+01		
A_24_P913489	8.89e-13	3.93e-14	3.72e+01	LDLR	low density lipoprotein receptor
A_23_P350070	8.90e-13	3.94e-14	3.72e+01	RCHY1	ring finger and CHY zinc finger domain containing 1
A_23_P436179	8.92e-13	3.94e-14	3.72e+01	SLC25A5	solute carrier family 25 member 5
A_23_P21966	8.92e-13	3.95e-14	3.72e+01	NSD1	nuclear receptor binding SET domain protein 1
A_24_P307466	8.93e-13	3.95e-14	3.72e+01		
A_23_P66407	8.95e-13	3.96e-14	3.72e+01		
A_23_P8424	8.97e-13	3.98e-14	3.72e+01	PVRIG	poliovirus receptor related immunoglobulin domain containing
A_23_P117125	8.97e-13	3.98e-14	3.72e+01	RARG	retinoic acid receptor gamma
A_32_P39440	9.00e-13	3.99e-14	3.72e+01		
A_24_P273245	9.00e-13	4.00e-14	3.72e+01		
A_32_P157228	9.05e-13	4.02e-14	3.72e+01	AHCTF1	AT-hook containing transcription factor 1
A_23_P71464	9.05e-13	4.02e-14	3.72e+01	DECR1	2,4-dienoyl-CoA reductase 1, mitochondrial
A_23_P170464	9.08e-13	4.04e-14	3.72e+01	RNF208	ring finger protein 208
A_32_P199529	9.13e-13	4.06e-14	3.72e+01		
A_23_P414420	9.15e-13	4.07e-14	3.72e+01	WDR33	WD repeat domain 33
A_23_P201238	9.30e-13	4.14e-14	3.72e+01	SNX27	sorting nexin family member 27
A_24_P370484	9.30e-13	4.15e-14	3.72e+01		
A_23_P39386	9.43e-13	4.20e-14	3.71e+01	HCST	hematopoietic cell signal transducer
A_23_P164576	9.52e-13	4.25e-14	3.71e+01		
A_23_P146274	9.55e-13	4.26e-14	3.71e+01	STMN2	stathmin 2
A_24_P212851	9.64e-13	4.31e-14	3.71e+01	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
A_23_P126908	9.65e-13	4.31e-14	3.71e+01	TNFRSF14	TNF receptor superfamily member 14
A_23_P44335	9.67e-13	4.32e-14	3.71e+01	ENTPD8	ectonucleoside triphosphate diphosphohydrolase 8
A_23_P161624	9.67e-13	4.33e-14	3.71e+01	FOSL1	FOS like 1, AP-1 transcription factor subunit
A_23_P217120	9.72e-13	4.35e-14	3.71e+01	EHMT1	euchromatic histone lysine methyltransferase 1
A_24_P932355	9.76e-13	4.37e-14	3.71e+01		
A_24_P413437	9.80e-13	4.39e-14	3.71e+01	NONO	non-POU domain containing, octamer-binding
A_23_P213471	9.87e-13	4.43e-14	3.71e+01	LPCAT1	lysophosphatidylcholine acyltransferase 1
A_23_P38757	9.90e-13	4.44e-14	3.71e+01	SLC14A1	solute carrier family 14 member 1 (Kidd blood group)
A_23_P28068	9.90e-13	4.44e-14	3.71e+01	GTPBP3	GTP binding protein 3 (mitochondrial)
A_24_P101181	9.92e-13	4.45e-14	3.70e+01		
A_23_P366559	9.96e-13	4.47e-14	3.70e+01	DENND5B	DENN domain containing 5B
A_32_P12610	9.96e-13	4.48e-14	3.70e+01	E2F6	E2F transcription factor 6
A_32_P13756	9.97e-13	4.48e-14	3.70e+01	IQCF6	IQ motif containing F6
A_24_P917178	1.00e-12	4.51e-14	3.70e+01	LOC284912	uncharacterized LOC284912
A_24_P117301	1.01e-12	4.54e-14	3.70e+01	MCM3AP-AS1	MCM3AP antisense RNA 1
A_24_P349356	1.01e-12	4.57e-14	3.70e+01	ANKRD13D	ankyrin repeat domain 13D
A_24_P735283	1.02e-12	4.58e-14	3.70e+01		
A_23_P203103	1.02e-12	4.62e-14	3.70e+01	ARCN1	archain 1
A_23_P161918	1.04e-12	4.67e-14	3.70e+01	CCDC86	coiled-coil domain containing 86
A_24_P306896	1.04e-12	4.67e-14	3.70e+01		
A_24_P373297	1.04e-12	4.69e-14	3.70e+01	ZDHHC7	zinc finger DHHC-type containing 7
A_23_P315910	1.05e-12	4.73e-14	3.70e+01	TCEB3C	transcription elongation factor B subunit 3C
A_32_P132300	1.05e-12	4.73e-14	3.70e+01		
A_23_P43898	1.05e-12	4.75e-14	3.70e+01	EPHX4	epoxide hydrolase 4
A_23_P143526	1.05e-12	4.77e-14	3.69e+01	S100B	S100 calcium binding protein B
A_32_P4943	1.06e-12	4.78e-14	3.69e+01	GUF1	GUF1 homolog, GTPase
A_23_P41789	1.06e-12	4.81e-14	3.69e+01	SLC27A6	solute carrier family 27 member 6
A_24_P203103	1.06e-12	4.81e-14	3.69e+01	SH2D1A	SH2 domain containing 1A
A_23_P37265	1.06e-12	4.81e-14	3.69e+01	AP5M1	adaptor related protein complex 5 mu 1 subunit
A_23_P91859	1.07e-12	4.86e-14	3.69e+01	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1
A_23_P130429	1.08e-12	4.91e-14	3.69e+01	ROCK1	Rho associated coiled-coil containing protein kinase 1
A_23_P155453	1.08e-12	4.92e-14	3.69e+01	UCN2	urocortin 2
A_24_P143032	1.09e-12	4.95e-14	3.69e+01	CDC42EP1	CDC42 effector protein 1
A_23_P69452	1.09e-12	4.97e-14	3.69e+01	DBR1	debranching RNA lariats 1
A_24_P73599	1.11e-12	5.03e-14	3.69e+01	IL16	interleukin 16
A_24_P397247	1.12e-12	5.12e-14	3.68e+01	SDAD1	SDA1 domain containing 1
A_24_P889462	1.12e-12	5.12e-14	3.68e+01		
A_24_P305933	1.15e-12	5.22e-14	3.68e+01	TMCC3	transmembrane and coiled-coil domain family 3
A_23_P14389	1.16e-12	5.27e-14	3.68e+01	ACIN1	apoptotic chromatin condensation inducer 1
A_32_P66035	1.16e-12	5.28e-14	3.68e+01	TMEM86A	transmembrane protein 86A
A_24_P233488	1.17e-12	5.35e-14	3.68e+01	LIF	leukemia inhibitory factor
A_23_P76480	1.18e-12	5.39e-14	3.68e+01		
A_24_P2648	1.18e-12	5.39e-14	3.68e+01	PTPN14	protein tyrosine phosphatase, non-receptor type 14
A_23_P356021	1.19e-12	5.45e-14	3.68e+01	FANCB	Fanconi anemia complementation group B
A_23_P9997	1.20e-12	5.50e-14	3.67e+01		
A_23_P125171	1.21e-12	5.52e-14	3.67e+01	FHIT	fragile histidine triad
A_24_P261417	1.21e-12	5.54e-14	3.67e+01	DKK3	dickkopf WNT signaling pathway inhibitor 3
A_24_P601972	1.22e-12	5.60e-14	3.67e+01	C2orf74	chromosome 2 open reading frame 74
A_23_P111583	1.23e-12	5.64e-14	3.67e+01	CD36	CD36 molecule
A_24_P136905	1.23e-12	5.65e-14	3.67e+01	ITIH1	inter-alpha-trypsin inhibitor heavy chain 1
A_23_P401106	1.25e-12	5.72e-14	3.67e+01	PDE2A	phosphodiesterase 2A
A_32_P204722	1.25e-12	5.76e-14	3.67e+01		
A_32_P149755	1.27e-12	5.83e-14	3.67e+01		
A_24_P20292	1.28e-12	5.87e-14	3.67e+01	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7
A_24_P303390	1.29e-12	5.91e-14	3.66e+01	EHMT2	euchromatic histone lysine methyltransferase 2
A_23_P111155	1.29e-12	5.91e-14	3.66e+01	ZBTB12	zinc finger and BTB domain containing 12
A_24_P221123	1.29e-12	5.92e-14	3.66e+01	PA2G4	proliferation-associated 2G4
A_32_P24223	1.30e-12	5.99e-14	3.66e+01	SUZ12	SUZ12 polycomb repressive complex 2 subunit
A_32_P157927	1.30e-12	6.01e-14	3.66e+01		
A_23_P419254	1.30e-12	6.02e-14	3.66e+01	DIAPH3	diaphanous related formin 3
A_24_P119774	1.30e-12	6.02e-14	3.66e+01	PGK1	phosphoglycerate kinase 1
A_24_P349002	1.32e-12	6.08e-14	3.66e+01	POM121	POM121 transmembrane nucleoporin
A_23_P321511	1.32e-12	6.10e-14	3.66e+01	MARCH3	membrane associated ring-CH-type finger 3
A_23_P150255	1.32e-12	6.12e-14	3.66e+01	RBM14	RNA binding motif protein 14
A_24_P376707	1.33e-12	6.14e-14	3.66e+01	HDGF	hepatoma-derived growth factor
A_24_P370626	1.34e-12	6.18e-14	3.66e+01	DFFB	DNA fragmentation factor subunit beta
A_24_P183292	1.35e-12	6.24e-14	3.66e+01	CSNK1A1	casein kinase 1 alpha 1
A_23_P200109	1.35e-12	6.24e-14	3.66e+01	HS2ST1	heparan sulfate 2-O-sulfotransferase 1
A_23_P91964	1.35e-12	6.27e-14	3.66e+01	RASA2	RAS p21 protein activator 2
A_23_P8408	1.36e-12	6.31e-14	3.65e+01	ZNF862	zinc finger protein 862
A_23_P342869	1.36e-12	6.31e-14	3.65e+01	FMN2	formin 2
A_23_P44466	1.36e-12	6.32e-14	3.65e+01	CCDC102B	coiled-coil domain containing 102B
A_32_P212817	1.36e-12	6.33e-14	3.65e+01		
A_24_P56130	1.36e-12	6.34e-14	3.65e+01	MYL6	myosin light chain 6
A_23_P77245	1.37e-12	6.39e-14	3.65e+01		
A_23_P47777	1.39e-12	6.45e-14	3.65e+01	MARCH9	membrane associated ring-CH-type finger 9
A_24_P143888	1.40e-12	6.53e-14	3.65e+01	RABL6	RAB, member RAS oncogene family-like 6
A_32_P205722	1.40e-12	6.53e-14	3.65e+01		
A_24_P680947	1.40e-12	6.54e-14	3.65e+01	KIF18B	kinesin family member 18B
A_23_P113572	1.42e-12	6.62e-14	3.65e+01	CD19	CD19 molecule
A_23_P382148	1.43e-12	6.66e-14	3.65e+01	RAB1A	RAB1A, member RAS oncogene family
A_23_P162386	1.43e-12	6.67e-14	3.65e+01	BIN2	bridging integrator 2
A_24_P472673	1.43e-12	6.69e-14	3.65e+01	CADPS	calcium dependent secretion activator
A_23_P63870	1.43e-12	6.70e-14	3.65e+01	SAMD8	sterile alpha motif domain containing 8
A_23_P217688	1.44e-12	6.71e-14	3.65e+01	TSC22D3	TSC22 domain family member 3
A_23_P111531	1.45e-12	6.76e-14	3.64e+01	GLI3	GLI family zinc finger 3
A_23_P1331	1.45e-12	6.77e-14	3.64e+01	COL13A1	collagen type XIII alpha 1 chain
A_32_P181107	1.45e-12	6.77e-14	3.64e+01		
A_23_P124358	1.46e-12	6.83e-14	3.64e+01		
A_23_P140738	1.46e-12	6.84e-14	3.64e+01	PIEZO1	piezo type mechanosensitive ion channel component 1
A_24_P230877	1.46e-12	6.85e-14	3.64e+01	MTDH	metadherin
A_24_P183150	1.47e-12	6.90e-14	3.64e+01	CXCL3	C-X-C motif chemokine ligand 3
A_23_P5392	1.47e-12	6.91e-14	3.64e+01	TP53I3	tumor protein p53 inducible protein 3
A_23_P102183	1.48e-12	6.97e-14	3.64e+01	PNO1	partner of NOB1 homolog
A_24_P873688	1.48e-12	6.97e-14	3.64e+01	CENPN	centromere protein N
A_24_P161244	1.49e-12	7.01e-14	3.64e+01	TPM3	tropomyosin 3
A_24_P893130	1.49e-12	7.02e-14	3.64e+01		
A_23_P1145	1.49e-12	7.03e-14	3.64e+01	MTPAP	mitochondrial poly(A) polymerase
A_23_P36392	1.52e-12	7.15e-14	3.64e+01		
A_24_P96749	1.53e-12	7.21e-14	3.64e+01	AGO1	argonaute 1, RISC catalytic component
A_23_P96420	1.53e-12	7.22e-14	3.64e+01	RBMX	RNA binding motif protein, X-linked
A_24_P181108	1.55e-12	7.30e-14	3.63e+01	WDR74	WD repeat domain 74
A_23_P24077	1.55e-12	7.31e-14	3.63e+01	C10orf54	chromosome 10 open reading frame 54
A_23_P363206	1.56e-12	7.36e-14	3.63e+01	RBBP6	RB binding protein 6, ubiquitin ligase
A_23_P65041	1.56e-12	7.37e-14	3.63e+01	RACGAP1P	Rac GTPase activating protein 1 pseudogene
A_23_P117580	1.56e-12	7.37e-14	3.63e+01	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5
A_32_P156136	1.58e-12	7.46e-14	3.63e+01	NAA16	N(alpha)-acetyltransferase 16, NatA auxiliary subunit
A_23_P160546	1.58e-12	7.46e-14	3.63e+01	FAM63A	family with sequence similarity 63 member A
A_23_P66637	1.61e-12	7.61e-14	3.63e+01	SGCA	sarcoglycan alpha
A_32_P6221	1.61e-12	7.62e-14	3.63e+01	FAM86C2P	family with sequence similarity 86, member A pseudogene
A_24_P71904	1.62e-12	7.65e-14	3.63e+01	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
A_23_P170534	1.62e-12	7.68e-14	3.63e+01	FUT7	fucosyltransferase 7
A_23_P160862	1.62e-12	7.68e-14	3.63e+01	HNRNPU	heterogeneous nuclear ribonucleoprotein U
A_23_P143190	1.62e-12	7.69e-14	3.63e+01	MYBL2	MYB proto-oncogene like 2
A_23_P413641	1.63e-12	7.73e-14	3.63e+01	PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1
A_32_P227764	1.65e-12	7.82e-14	3.62e+01	GATC	glutamyl-tRNA amidotransferase subunit C
A_23_P45517	1.65e-12	7.85e-14	3.62e+01	PPP2R3B	protein phosphatase 2 regulatory subunit B''beta
A_32_P190951	1.65e-12	7.86e-14	3.62e+01		
A_32_P156851	1.71e-12	8.14e-14	3.62e+01	RCAN2	regulator of calcineurin 2
A_23_P414793	1.71e-12	8.15e-14	3.62e+01	CP	ceruloplasmin (ferroxidase)
A_23_P46039	1.71e-12	8.16e-14	3.62e+01	FCRLA	Fc receptor like A
A_23_P27668	1.71e-12	8.16e-14	3.62e+01	SPIB	Spi-B transcription factor
A_23_P151930	1.72e-12	8.17e-14	3.62e+01	TCF12	transcription factor 12
A_24_P126181	1.73e-12	8.23e-14	3.62e+01	NR2C2AP	nuclear receptor 2C2 associated protein
A_23_P112412	1.74e-12	8.32e-14	3.62e+01	TEX10	testis expressed 10
A_23_P33216	1.75e-12	8.35e-14	3.61e+01	ATP5B	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide
A_24_P913716	1.75e-12	8.35e-14	3.61e+01	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7
A_23_P88831	1.75e-12	8.37e-14	3.61e+01	SLC7A6	solute carrier family 7 member 6
A_23_P98085	1.76e-12	8.41e-14	3.61e+01	PTEN	phosphatase and tensin homolog
A_32_P166760	1.77e-12	8.45e-14	3.61e+01		
A_23_P31188	1.77e-12	8.48e-14	3.61e+01	GIMAP1	GTPase, IMAP family member 1
A_32_P42329	1.77e-12	8.49e-14	3.61e+01		
A_24_P482206	1.78e-12	8.51e-14	3.61e+01	NPIPA1	nuclear pore complex interacting protein family member A1
A_32_P51781	1.78e-12	8.54e-14	3.61e+01		
A_32_P141374	1.78e-12	8.56e-14	3.61e+01	GATS	GATS, stromal antigen 3 opposite strand
A_23_P87664	1.79e-12	8.57e-14	3.61e+01	SART3	squamous cell carcinoma antigen recognized by T-cells 3
A_23_P254768	1.80e-12	8.62e-14	3.61e+01	HCG4	HLA complex group 4 (non-protein coding)
A_23_P201706	1.80e-12	8.65e-14	3.61e+01	S100A2	S100 calcium binding protein A2
A_32_P356316	1.80e-12	8.67e-14	3.61e+01	HLA-DOA	major histocompatibility complex, class II, DO alpha
A_24_P665504	1.81e-12	8.68e-14	3.61e+01	LOC729737	uncharacterized LOC729737
A_23_P345710	1.81e-12	8.72e-14	3.61e+01	XXYLT1	xyloside xylosyltransferase 1
A_24_P250335	1.81e-12	8.72e-14	3.61e+01	SNRPA	small nuclear ribonucleoprotein polypeptide A
A_23_P28420	1.82e-12	8.77e-14	3.61e+01	OLA1	Obg-like ATPase 1
A_24_P145307	1.82e-12	8.77e-14	3.61e+01		
A_32_P95729	1.82e-12	8.78e-14	3.61e+01	FANCI	Fanconi anemia complementation group I
A_32_P123771	1.84e-12	8.85e-14	3.61e+01	ATP5E	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit
A_23_P145463	1.84e-12	8.88e-14	3.61e+01	SLC35B3	solute carrier family 35 member B3
A_23_P216023	1.85e-12	8.93e-14	3.61e+01	ANGPT1	angiopoietin 1
A_32_P220472	1.85e-12	8.95e-14	3.60e+01	ZFAND6	zinc finger AN1-type containing 6
A_23_P97621	1.89e-12	9.11e-14	3.60e+01	RRAGC	Ras related GTP binding C
A_24_P58381	1.90e-12	9.17e-14	3.60e+01	CHD7	chromodomain helicase DNA binding protein 7
A_24_P764598	1.91e-12	9.22e-14	3.60e+01	PTP4A2	protein tyrosine phosphatase type IVA, member 2
A_24_P408083	1.92e-12	9.27e-14	3.60e+01	DNMT1	DNA (cytosine-5-)-methyltransferase 1
A_32_P74831	1.92e-12	9.28e-14	3.60e+01		
A_32_P144208	1.93e-12	9.34e-14	3.60e+01	BMS1P6	BMS1, ribosome biogenesis factor pseudogene 6
A_24_P96780	1.93e-12	9.36e-14	3.60e+01	CENPF	centromere protein F
A_32_P337508	1.95e-12	9.43e-14	3.60e+01	ODF3L2	outer dense fiber of sperm tails 3 like 2
A_24_P383450	1.97e-12	9.54e-14	3.60e+01	IER5L	immediate early response 5 like
A_32_P37089	1.97e-12	9.57e-14	3.60e+01	LOC146880	Rho GTPase activating protein 27 pseudogene
A_23_P46222	1.97e-12	9.59e-14	3.60e+01	TRIM46	tripartite motif containing 46
A_23_P157569	1.98e-12	9.60e-14	3.59e+01	ADHFE1	alcohol dehydrogenase, iron containing 1
A_24_P70183	1.98e-12	9.62e-14	3.59e+01	MYH11	myosin heavy chain 11
A_32_P153456	1.99e-12	9.68e-14	3.59e+01		
A_24_P900721	2.00e-12	9.73e-14	3.59e+01		
A_24_P565110	2.01e-12	9.79e-14	3.59e+01		
A_24_P921366	2.01e-12	9.80e-14	3.59e+01	CALD1	caldesmon 1
A_24_P167806	2.02e-12	9.86e-14	3.59e+01	IDH3A	isocitrate dehydrogenase 3 (NAD(+)) alpha
A_23_P93994	2.02e-12	9.87e-14	3.59e+01	UBN2	ubinuclein 2
